query_id,query,qid
5414627,南美洲U-17足球錦標賽,Q912933
5415031,杆菌肽,Q61954719
5417200,列措維齊亞,Q753948
5417698,丹尼斯·赫柏特,Q350208
5417853,2016年夏季奧林匹克運動會體操男子吊環比賽,Q26233793
5418145,維苑飲食集團有限公司,Q28411045
5420534,钨酸镧,Q28411175
5420509,彩虹金剛,Q28411174
5420973,2016年夏季奥林匹克运动会中国曲棍球队,Q28411229
5421067,布池教會,Q7069906
5421197,大烏秋克河,Q4092909
5421711,拉莫斯特1,Q22086895
5421773,埤雅,Q28346942
5424002,伊拉克民主青年联合会,Q6068005
5425128,新聞觀測站,Q28411459
5422961,瑪雅·奧珍洛域,Q2734878
5425257,赫馬森彗星,Q1196684
5425531,米蕾拉·德米瑞瓦,Q3316021
5427326,1972年夏季奥林匹克运动会射箭比赛,Q702716
5428031,黑羽,Q11265743
5428677,邊涔,Q28411665
5428711,濮良至,Q28411672
5429044,十九面體,Q18015204
5429299,神人畅,Q28411705
5430376,镡承,Q28411787
5430509,黃亦志,Q28411801
5430750,赵雁峰,Q28411826
5431203,相思曲,Q28411849
5431229,塞上鸿,Q28411854
5431321,駱驥,Q28411876
5431909,科爾孫齊,Q4234362
5432581,谢丽尔·布恩·伊萨克斯,Q16240742
5432410,渡邊遙,Q11561994
5432800,小豐坦,Q4279181
5432882,基亚帕哈河,Q1740326
5432921,涅伊科韋,Q4316398
5434463,奧德拉德納巴爾卡,Q4339947
5435057,布萊頓皇家劇場,Q7777421
5435259,終將成為妳,Q22932761
5436532,你好Gay,Q1399992
5446308,斯柳薩列韋,Q4424153
5446787,凯里洛·列昂诺夫,Q15697228
5448116,一经庐琴谱,Q28412383
5449124,約翰·魯卡,Q26605659
5453069,2031年10月30日月食,Q7076949
5453058,2027年8月17日月食,Q4820598
5452933,1976年11月6日月食,Q7064676
5452863,1946年12月8日月食,Q17113289
5453078,2036年2月11日月食,Q5439833
5458394,大內晴持,Q11432533
5456708,秋田北部喜悅,Q4701227
5459530,1980年夏季奥林匹克运动会自行车比赛,Q847770
5458608,努内斯环形山,Q1474237
5458818,1984年夏季奥林匹克运动会自行车比赛,Q338672
5460001,阿富汗伊斯蘭民族運動黨,Q3189989
5459462,錯生,Q28413168
5469081,博扎沃利亞,Q4090226
5464999,她的危險遊戲,Q19544495
5468713,香港單車節,Q24907680
5468150,莱普修斯24号金字塔,Q1820141
5469434,約翰·海姆斯,Q1640791
5470349,琴岛通,Q28413673
5470639,興證國際,Q27057912
5470708,韩凤仪,Q27888764
5470886,1952年夏季奥林匹克运动会自行车比赛,Q899675
5470997,A15公路,Q12764600
5471249,1786年康定-泸定地震,Q1348781
5471761,勝利街,Q28413751
5472918,近江國風土記,Q11638480
5471989,高锐,Q28413759
5474920,光明的未來,Q3107331
5477494,維日尼亞尼,Q4128931
5475773,廣川董氏,Q17503156
5474021,I am A Dreamer,Q27307831
5477577,沃利亞-維索齊卡,Q4124817
5478103,玫瑰之吻,Q385974
5478382,藤原澤子,Q11623369
5478376,保罗·尼普科夫电视台,Q1407241
5479052,One Line,Q24858895
5479122,Wonderful Rush,Q16746753
5482006,列夏季夫,Q4260562
5482109,盧布尼夫卡,Q4267775
5482820,莫良齊,Q4303526
5482858,中库尔德语,Q36811
5483589,湳湖,Q28414326
5484152,蘇利米夫,Q6713967
5484615,切爾良西克佩列德米斯季亞,Q4513228
5486128,富和縣,Q7188243
5489067,文盤縣,Q7913140
5484596,赫羅莫戈爾布,Q686945
5486072,山河縣,Q7560580
5490566,岩屑堆,Q1133195
5490225,母豬教,Q28414685
5493215,美國的黨,Q4742577
5494745,兗濟道,Q28414913
5495897,中国人民解放军建筑工程部队,Q28414968
5497342,杨明珠县,Q5315880
5496664,異星智慧,Q26465665
5497435,鹅瓜县,Q5574904
5497841,Softmax函数,Q7554146
5496969,土地堂东站,Q27686067
5498612,荻浦咸和堂,Q28415163
5498184,新加坡能源有限公司,Q7523084
5499166,白地粉,Q28415195
5500364,穆克塔迪,Q293683
5501429,瓦連季伊夫,Q4102787
5501436,二磷化锇,Q19615011
5501628,格拉馬茲季,Q4139517
5501706,法朗人,Q1396226
5503717,老閘船,Q458581
5503710,淺川博貴,Q11557090
5504729,圣儒斯蒂娜圣殿,Q219502
5505851,史考特·泰勒,Q17089502
5506302,王唊,Q12608415
5506780,奧德諾利基夫,Q4331695
5507727,舊比洛烏斯,Q4441018
5508551,南投市營盤口七將軍廟,Q28061005
5508233,尼谿相參,Q12600102
5509332,耿西島徽章,Q721069
5510714,約翰·雲特舒捷普,Q529563
5511917,GT赛车3 A-Spec,Q975773
5512622,伊姆赖·盖佐,Q18718
5512684,1997年桃園縣縣長補選,Q28415748
5512808,沙德斯達蘭,Q27868142
5513371,同济大学汽车学院,Q28415799
5516277,住吉物語繪卷,Q52204034
5518579,金國飯,Q12585808
5520463,吉米·辛普森,Q1189470
5522242,书隐楼,Q28416186
5522992,角色職業,Q1062990
5520726,簡東浦,Q28358187
5524405,沃德尼基,Q4113984
5523641,戈特利布·席克,Q569354
5524503,多布里尼夫,Q4163855
5525157,庫基利尼基,Q4245824
5527173,爱丁顿环形山,Q278520
5525949,法蘭基·亞當斯,Q23879973
5529133,筑摩号重巡洋舰,Q1072658
5529174,中華民國106年度第1次全國羽球排名賽,Q28008737
5531692,1917年新赫罗纳飓风,Q199014
5533130,沙梨頭圖書館,Q28416646
5535563,Amazon Lumberyard,Q22949502
5537982,羅佩清,Q28416881
5534042,图林根足球联赛,Q1477067
5538091,收益率曲线,Q205257
5538345,.NET Micro Framework,Q158833
5538518,尿調理素,Q420024
5540549,克里米亞韃靼人民族議會,Q2658197
5540730,賴馬,Q28417026
5541372,隨機存取儲存程式機,Q3842021
5543327,相爱相亲,Q28417200
5545698,嘉祿·阿吉亞爾·雷特斯,Q980539
5550460,热莫站,Q27915639
5552203,泌尿生殖系统腹膜,Q7900858
5550532,孫家穀,Q28417657
5553735,屈宜臼,Q28417889
5554067,蘭高·迪斯普杜域,Q665550
5555336,歐洲電影獎最佳女主角,Q1377738
5554730,田中明彥,Q11575607
5555766,亞羅瓦斯洛比德卡,Q4538695
5555965,亞夫圖希,Q4536078
5552461,乙酸酯,Q28417815
5556145,THE BEST OF 防彈少年團,Q28380951
5557092,蔣經國國際學術交流基金會,Q5095175
5558690,中国华侨历史博物馆,Q28418208
5558786,馬洛扎利斯西亞,Q4278311
5558547,馬拉奇夫卡,Q7228431
5559467,冒效鲁,Q28358486
5559247,克列面丘基,Q4240130
5560255,奶豆腐汤圆,Q3349224
5560406,亚区街聚会所,Q4785327
5561218,孔端操,Q28418362
5561055,宮本侑芽,Q11454795
5561326,斯拉木·阿洪,Q6081651
5561356,伊尔玛利宁,Q781257
5561966,林維新,Q109926810
5563149,密钥长度,Q1557574
5567124,莺蛤科,Q1434877
5568189,周超敏,Q27906700
5571182,眼神的力量,Q5872282
5569640,麗鳥屬,Q30943049
5566587,巴肅,Q30942764
5571831,新拉扎里夫卡,Q4324376
5573467,别山站,Q24067026
5574315,硝酸六氨合镍,Q18212001
5572289,十八里河站,Q12835805
5575621,长沙市育德小学,Q30943672
5575027,臺灣民間文學集,Q30943551
5575876,土耳其羽毛球國際賽,Q2460806
5576141,邦戛,Q7161847
5576402,後庄,Q28416188
5575282,特里妮·维勒森,Q27067439
5579671,皮托爾城,Q3055527
5580354,北海道防衛局,Q11403715
5581216,张家界北站,Q28735926
5584235,阿克陶站,Q28757304
5584242,泽普站,Q28757431
5584306,诺埃米·阿尔蒙特,Q27616008
5584528,卡賴科濟夫卡,Q7258818
5585416,努基·強森的組織,Q19876411
5585695,肥乡站,Q28777548
5588514,索马里联邦成员国,Q15059108
5588637,孫可芳,Q30945129
5590413,塚田誠之,Q11428557
5590747,反应中间体,Q7458208
5592781,硬X射线调制望远镜,Q3125220
5595825,德凯诺普格利亚机场,Q28163793
5596051,史丹佛哲學百科全書,Q824553
5596808,未來小子,Q221679
5598611,傑米夫希納,Q4157630
5599568,胡卓斌,Q30946577
5604053,普盧日尼基,Q4365866
5600585,NBA 2K10,Q2412058
5604174,波普魯日納,Q4372889
5597538,阿那克西米尼环形山,Q401942
5604177,波塔利伊夫卡,Q4374577
5604555,南港小模姦殺案,Q30947257
5604866,1996年欧洲超级杯,Q739410
5605293,舊佩特里夫齊,Q4440950
5605556,塔尚,Q4452925
5606361,赤色体育国际,Q7305084
5606274,特隆剧院,Q7845421
5606408,特霍里夫卡,Q4466890
5608347,沟帮子熏鸡,Q30947497
5609578,勒特菲婭·阿勒納迪,Q3260006
5610884,管黎峰,Q30947807
5611786,Ariel Project,Q30947934
5612146,奥林匹克运动会赤道几内亚代表团,Q772662
5612102,小马宝莉：那部电影,Q2059996
5617138,傳達到心中的詩,Q11490508
5613688,張豐豪,Q30948109
5617318,須達拿太子,Q4929932
5617552,奶牛陰謀,Q18206270
5618650,姚沙大桥,Q30948646
5619583,水庆霞,Q4978427
5619677,洛伦兹环形山,Q1134300
5623988,鄭英通商,Q30949242
5622692,斑马技术公司,Q2443609
5625300,图盖拉瀑布,Q223649
5625903,蔡咏鍀,Q30949635
5629517,缺氧事件,Q2030030
5628366,循環經濟,Q497743
5630015,醫護鐵人,Q30950269
5630637,花蓮小檗,Q30950359
5633601,梅德韋然卡,Q4287506
5634884,Caddy,Q16865284
5634888,大都會藝術博物館慈善晚宴,Q16743915
5637810,人民法院信息技术服务中心,Q30940643
5637966,潘子文,Q29168868
5639765,欧洲E57公路,Q592509
5639958,捷齊克,Q4456932
5641181,阿拉斯加原住民,Q848624
5641344,香港歌手列表,Q30940902
5642186,瓦连京·瓦西里耶维奇·邦达连科,Q538639
5644261,傑夫·伍爾諾,Q6175293
5646013,茲布日,Q4189273
5646628,特蕾斯蛋糕,Q1579751
5646971,吕佩,Q1339488
5648420,贾斯汀·马斯克,Q6318376
5649025,图斯航空,Q20639413
5654813,谢昭仪,Q30942239
5656186,法律互助協定,Q1758832
5655549,朱夫人,Q45675231
5656187,张继军,Q30942371
5656012,張冠群,Q29515134
5658071,苞娜,Q28870936
5662356,大比爾卡,Q4106223
5661651,鄉民貸,Q30942875
5662411,維斯特里亞,Q4112255
5664691,阿莱西娅·迪波尔,Q15712846
5665868,俄国共产党（布尔什维克）第九次代表大会,Q4041185
5664866,頂寮村,Q30943261
5667316,雷克雅未克主教座堂,Q1270853
5666287,临时教育审议会,Q2994171
5666975,利西奇尼基,Q7238841
5666284,小园凌央,Q24867043
5668261,泰迪·朴,Q7694067
5671109,公安部经济犯罪侦查局,Q30944120
5669102,項國,Q30943800
5672076,隐士别墅,Q7930502
5675013,奥尔梅克雕像,Q2864715
5673443,前570年代,Q1539815
5674237,诺维罗剧院,Q12064499
5677217,蝎子王一世,Q318613
5676228,前440年代,Q715592
5675499,蓬卡雷,Q1458842
5677685,皇甫錄,Q30944883
5677715,拉脱维亚在欧洲歌唱大赛之历年表现,Q507221
5679481,新北航源女子足球隊,Q30945123
5680156,奥斯曼·萨迪克机场,Q12474099
5680041,叶卡捷琳堡诸圣堂,Q631979
5680671,孔令龙,Q30945469
5681863,1118年教宗選舉,Q4546329
5681965,約翰·特魯比,Q6261320
5684106,封父國,Q30945865
5682258,日用算法,Q30945616
5684169,党守素,Q30945877
5690398,1798年哲學,Q4553492
5684212,中国陶瓷业,Q30945895
5683275,尼克·薩博,Q15410426
5690699,中央研究院生物多樣性研究中心,Q20872478
5691596,香月日輪,Q11667615
5692922,食物挑战,Q4853852
5692398,光之畫室,Q28687184
5694495,C4H2,Q2930771
5696226,科纳韦群岛县,Q15730145
5696703,普萊絲莉·哈特,Q11838251
5697039,黛安娜·阿加,Q4054419
5697337,中国人民银行模拟银行实验中心,Q30947482
5697656,斯米多维奇区,Q617041
5698834,伊尔库茨克区,Q1653084
5700050,樂在棋中社會企業,Q30947726
5700106,泽尔诺沃耶市镇,Q4191629
5700142,卡拉泽伊市镇,Q4213789
5700348,马斯基林陨石坑,Q1140979
5701595,马卡勒,Q1886233
5701642,庞蒂库机场,Q4272558
5702150,塔卡拉尔县,Q14630
5701765,阮安妮,Q30175152
5704037,權赫秀,Q16168453
5704960,宗子卿,Q30948490
5705882,美国军校,Q30948727
5706447,歧角螟屬,Q3054035
5706671,最小相位,Q489593
5706685,1989年上海,Q30948864
5707944,南極洲山峰列表,Q2511849
5708273,單原子離子,Q1588896
5708877,巴格瓦,Q4074722
5709182,班塔恩县,Q14590
5709313,普列什卡尼,Q4364987
5709911,飯田元親,Q22128577
5710445,起飞警告系统,Q18387688
5712231,巴雅斯呼朗,Q30949498
5714033,黄正五,Q5951928
5715569,特攻飞侠,Q30949979
5715494,阿帕奇-希特格里夫斯国家森林,Q453831
5716038,達赫河,Q4155337
5716928,1996年亚洲羽毛球锦标赛,Q799224
5717628,奧圖循環,Q201762
5718064,李杰翔,Q30950310
5719532,營盤口,Q30950558
5720427,桑騰編年史,Q564381
5720902,金正淑,Q463949
5723147,耶律引吉,Q11610778
5725106,吉格吉德·乌嫩巴特,Q30951287
5726299,中国人民解放军空军南宁基地,Q48881778
5728185,古鏡幽魂,Q31213145
5728327,如果失去自我,Q4121307
5730176,巴耶夫斯基區,Q1654138
5730441,異麥芽酮糖醇,Q412068
5731007,坦帕巴当机场,Q4272474
5731320,10年代,Q3085981
5733066,温州博物馆,Q48885814
5731789,洛雷当大使馆宫,Q1131599
5732024,庫利坦字母,Q6443044
5733075,金象站,Q32051635
5734887,庫魯姆坎斯基區,Q1098689
5735065,汗乌拉区,Q2637579
5735131,好莱坞工匠,Q48886674
5735984,安帕纳,Q2844083
5736002,希吉比洛马鲁,Q4197309
5736606,德国之声电视台,Q1156181
5736613,塞巴斯蒂安·文森特,Q2379388
5736934,京剧猫之信念的冒险,Q48886827
5737080,阿普舍龍斯基區,Q516643
5737880,哈森斯基區,Q779307
5737950,斯泰法諾·納波利塔諾,Q16676852
5740284,端石九芝硯,Q36179449
5741452,詩情搖滾,Q48889426
5741941,八打靈再也體育場,Q6120366
5742537,彭健烽,Q33091329
5742801,干尸洞,Q6935450
5743055,防火遮蔽,Q5451657
5743338,父子雄兵,Q48889608
5744049,宮崎縣綜合博物館,Q4677133
5744370,北美洲历史,Q149527
5746278,GHS危險象形符號圖,Q19360817
5746416,酒饭,Q2436547
5748033,2017年紐西蘭大選,Q18167358
5750706,亞爾采夫斯基區,Q2218616
5750839,Pakuwon Mall,Q12518071
5751111,格德罗西亚,Q1329586
5752022,加权相关网络分析,Q17162627
5752358,八达岭长城站,Q33239460
5753771,三科九旨,Q48890553
5754068,郭企忠,Q48894858
5754245,西武球場前站,Q7446591
5754703,洪知秀,Q69696608
5754871,王勖,Q48895057
5755252,潘繼遂,Q10805036
5756079,埃尔津旗,Q855632
5756094,大海姆旗,Q918362
5756804,杜利杜爾金斯基區,Q1655149
5757613,舒米林斯基區,Q2025054
5757621,商业社交,Q2360816
5757691,克拉斯納波利斯基區,Q745264
5757703,切雷考斯基區,Q2024293
5757750,十二面體半形,Q3893210
5758372,1997年电子游戏界,Q2718086
5758592,醫學專科,Q930752
5758560,安东尼·约书亚,Q573463
5758906,大托波利諾耶湖,Q4092460
5759475,UFC 193,Q20831438
5759602,2017年世界游泳錦標賽公開水域游泳比賽－男子10公里,Q33105323
5760435,斯蒂普·米欧奇,Q40266
5764852,梅林茂,Q634280
5765220,高躬,Q48896406
5765351,谁是球王,Q48896430
5765704,美国陆军预备军官训练团第7旅,Q4644176
5765886,佩里戈尔地区索尔日和利格,Q21979653
5779306,胡科湖,Q15797227
5779744,麥迪遜大道大橋,Q3751430
5785519,前1250年代,Q1994017
5786136,維索金斯科耶湖,Q4129323
5786878,北京周报,Q497493
5788149,叠氮化铍,Q4896099
5788269,印度尼西亞印度人,Q2607796
5788442,吉冈德仁,Q4053785
5789289,墨西哥超級盃,Q18393123
5792042,主音吉他手列表,Q6625179
5793434,閩清話,Q48897247
5794918,突袭系列,Q1932103
5788793,潔莉·羅包爾,Q84642
5796654,HDI德国工业责任协会,Q1563025
5795780,應用寶,Q48897377
5798057,瑪哈什哩,Q48897516
5798260,Redox,Q23665359
5798320,室颤电流,Q56283261
5798632,壬酸铵,Q4747304
5798832,上海乐谷,Q48897558
5799258,何所冬暖，何所夏凉,Q48897595
5863533,瑪克蘇爾札布,Q48897768
5864494,趙渾,Q45572730
5864523,阿蓮娜·列奧諾娃,Q59416
5866196,國瑀,Q45592187
5818896,哈薩克世界遺產名錄,Q2231787
5868701,吉德罗斯特罗伊捷利,Q12822354
5869407,国民政府中央广播电台旧址,Q48899582
5869415,中国人民解放军空军第十三军,Q48899587
5871739,郝海,Q45613313
5871757,陶廷威,Q45613944
5874828,滚落线,Q5432141
5875309,黑桥国际,Q4920427
5878803,嫁到這世界邊端,Q48900367
5880490,2017年夏季世界大學運動會羽球比賽混合團體項目,Q41939523
5883927,太平洋共同体,Q871511
5884275,葉德,Q45627819
5885085,祖辛卣,Q48901090
5885002,考夫兰特超市,Q685967
5891117,烏克蘭悲歌,Q17004445
5891141,新英格兰小学院体育联盟,Q3338939
5893446,台州市域铁路S2线,Q43302186
5894156,约瑟夫广场站,Q439114
5894398,烏斯韋恰湖 (普斯托什金斯基區),Q4477650
5894364,斯帕斯捷爾湖,Q16700046
5894677,沈應經,Q45638672
5897597,另类温和派,Q30325066
5896474,威廉·戈特黑尔夫·罗尔曼,Q214441
5899553,Data Matrix,Q676502
5898147,中国人民解放军火箭军政治工作部,Q48902015
5901116,潘選,Q45643651
5904319,湯田葉月,Q27244645
5904785,维亚切斯拉夫·亚历山德罗维奇·马雷舍夫,Q1506098
5905807,毛不易,Q48903516
5909671,婁志德,Q45564572
5912587,北京长城国家公园,Q48904947
5912387,ION Orchard,Q3146786
5911915,劉宗諫,Q45684630
5910525,白英淑,Q48904333
5912711,韦謩,Q48904962
5912751,博阿諾瓦國家公園,Q16586347
5912850,刑部員外郎,Q48904977
5914545,零死亡願景,Q368960
5913935,托比·福克斯,Q23919389
5915958,黃訓,Q45575490
5917916,黑騎士 (韓國電視劇),Q42143589
5918056,錢應揚,Q45702070
5918500,參數振盪器,Q2632607
5918925,劉廷誥,Q45500496
5918576,睡衣香蕉人,Q806094
5920256,强端,Q48908948
5920300,楊謨,Q45437542
5920432,宋大勺,Q45444046
5920542,阿通尤拉克卡卡山,Q19421188
5921211,南美女子自由盃,Q1130342
5922242,王继图,Q48910752
5922317,米格尔·安东尼奥·卡塔兰·萨纽多,Q3393807
5923027,瓦海維爾卡山,Q21578731
5923918,叶克冬,Q47669461
5923013,奧科班巴山,Q13191037
5924811,人人樂,Q23461896
5926933,企業行動管理,Q5380396
5927258,下梅林站,Q27825823
5927397,梁道行,Q47669629
5927404,彭智勇,Q47669637
5928423,聖安托尼奧德卡奇區,Q2703378
5929371,萊梅班巴區,Q201697
5930385,只是相愛的關係,Q39074039
5928593,大綱,Q1531349
5932295,邱紫庭,Q48937828
5932425,熱帶對流層上部槽,Q7846187
5933961,埃米利奧巴爾迪桑區,Q8560816
5933965,魯帕-魯帕區,Q7380195
5935133,卡波·德·拉维拉,Q1024910
5934508,鍾嘉欣事業歷程年表,Q48913588
5935956,聖何塞德洛斯莫利諾斯區,Q3825004
5936116,尼古拉.加夫里洛维奇.切尔内绍夫,Q4514359
5936320,阿拉瓦伊區,Q3313400
5936383,跑起來老實人,Q11636069
5937014,甲狀舌骨正中韌帶,Q966616
5937852,組織承諾,Q267236
5939038,普基納區,Q3312568
5939061,上比亞沃區,Q4736778
5939085,薩波索阿區,Q7421013
5939177,聖費爾南多區,Q5785321
5939379,小武基祈祷所,Q48914332
5939815,餡,Q745361
5940782,潘春源,Q48914411
5941704,卡門薩爾塞多區,Q3825270
5942501,汉诺威号战列舰,Q778534
5942592,哈比村,Q18924400
5942806,盧卡納斯區,Q3824145
5944672,巴甫洛夫站,Q1880944
5945757,蔡可賢,Q45657868
5946522,陳可大,Q45568218
5946576,包乾,Q45571134
5947176,科斯季诺市镇,Q4235429
5947192,洛霍沃市镇,Q4267553
5947529,史朝鉉,Q45564932
5947960,李梯,Q45603933
5948398,2018–19年歐霸盃,Q30126418
5948831,黃凝道,Q45615095
5948566,萨扬斯科耶市镇,Q4409635
5948872,翁仲益,Q45617738
5948951,王三餘,Q45574285
5949412,俏妞報到 (第四季),Q20155764
5950233,方端,Q45633026
5950364,馬應圖,Q45639651
5949722,雜散振盪,Q7135952
5950337,陳揚善,Q45638350
5951921,葉萬景,Q45641225
5952522,埃莱克·克布勒什,Q755315
5952635,饭田汲事,Q11666561
5953304,Fantasy (JBJ迷你專輯),Q45312998
5953381,第30屆東京國際影展,Q40734193
5953431,哈萨克斯坦国家地震观测与研究中心,Q4201716
5954573,米拉特和銀行,Q2777129
5955451,中武哲也,Q18234180
5955978,旅行证件,Q2616578
5955602,库姆地铁,Q38258011
5956221,萨卡奇阿梁岩画,Q4361427
5956420,塞內加爾的黎巴嫩人,Q6511005
5957725,朵英贤,Q47671133
5957737,柳百成,Q47671152
5958464,快樂好幫手,Q16170602
5959147,李養質,Q45680642
5960713,史學遷,Q45689863
5960720,張爾基,Q45690066
5960757,郭配,Q45454805
5961615,阿爾特薩山,Q19872599
5962364,梁膺庸,Q48927421
5963100,靈實恩光學校,Q38247841
5964135,蒙特內哥羅佩佩,Q786009
5964620,空中砲手與工程師章,Q48927502
5966070,全寄,Q48927551
5966921,雷曼3：强盗侵袭,Q1416931
5965301,大埔足球會歷任職球員名單,Q48927516
5968118,科里蓬丘山,Q20085567
5969219,丁未之亂,Q534720
5968254,徐再思,Q8045156
5972008,特諾拉蟲,Q2493293
5972759,貝斯雅科夫猶太會堂,Q3507981
5972760,中华人民共和国水准原点,Q48927712
5973421,国风塑业,Q48927739
5974756,喬克科塔山,Q25054365
5976450,不屬於我的世界,Q48927813
5979294,香港置業貸款計劃,Q48927875
5979657,石碛河站,Q45145114
5983004,基維雷山,Q19421380
5984482,1943年中国,Q18109153
5985173,蒙馬儒修道院,Q334060
5985965,帕拉林匹克運動會希臘代表團,Q12097623
5986177,沉缸酒,Q48928036
5987125,米西瓦哈南山,Q25100140
5986494,徐端夫,Q48645571
5987468,哈蒂塔帕德哈山,Q25054394
5987608,瓦瓦查基山,Q19421508
5989196,克洛弗·莫尔,Q3497534
5990460,板場廣志,Q11532585
5991565,時效性網路,Q15850965
5991924,家師父一體,Q47174977
5991956,機戰少女Alice,Q48938075
5993964,玩具熊的五夜后宫：佛莱迪文件,Q47107628
5993559,玩具熊的五夜后宫：银之眼,Q21864313
5995784,胡依廷,Q46869333
5994497,奇利科查湖,Q13189354
5992002,程天固,Q46451393
5993883,法國國鐵TGV Sud-Est列車,Q288991
5997848,2020年夏季奥林匹克运动会转播商列表,Q29915002
5997637,钱皋韵,Q47672974
5996411,馬玉,Q45464730
5996480,米略科查湖,Q13190068
5996621,圖書館法,Q11420359
5998946,若月健矢,Q17216222
6001420,宽容法案,Q1585906
6001622,大奇里基,Q5101934
6001934,瓜巴爾,Q18347216
6000715,雅渡站,Q46992191
6001534,嬉普士,Q4866582
6001365,閔貢,Q123594733
6003029,拉斯特蘭卡斯,Q6492466
6002114,埃爾卡普里,Q21065751
6002990,埃爾穆尼奧斯,Q21056408
6004243,阿托科羅圖,Q21153172
6004287,烏馬尼,Q21153602
6005024,馬修·沃爾芬登,Q5555428
6004362,舊鐵路橋,Q4441190
6005318,2017－2018年伊朗示威,Q46999835
6005321,薩里亞-桑特熱瓦西區,Q1765582
6008848,甘拜地,Q25619742
6007648,邓运华,Q47688266
6006111,丫鬟大聯盟,Q48928527
6007466,哈利法克斯大教堂,Q5642201
6010257,程文正,Q45486427
6010759,下拉斯奧利亞斯,Q21042595
6011320,蒲添生,Q23932739
6011868,洪流玄武岩,Q13410264
6013277,阿達什訥·盛·阿南德,Q3688741
6016471,汉齐尔,Q6400437
6016682,比蘭庫羅區,Q6316575
6014593,米哈伊尔·伊里奇·卡扎科夫,Q4207562
6015646,猿澤茂,Q3299713
6016774,圣地亚哥·伯纳乌·耶斯特,Q223156
6017138,聚丙烯酸,Q409762
6019971,陈宗胜,Q48928953
6019230,戈大區,Q24754296
6021395,神經幹細胞,Q2944097
6026068,纽约州立法机构,Q17183915
6021617,宾福寿,Q48929120
6026131,庫納伊里省,Q6434626
6028506,黃道高,Q48929620
6028507,柏輝章,Q48929621
6028521,蔡東纂,Q48929629
6028692,Goji Studios,Q48929645
6030842,2018年中国足球协会超级杯,Q47492206
6029766,袁祖安,Q45610626
6011741,印尼社區盾,Q6026057
6031391,橄欖枝行動,Q47465940
6034529,蓬莱市站,Q47500682
6031445,氯氮平,Q221361
6033053,活力,Q286092
6035989,印控克什米爾獨立運動,Q749970
6036191,卡萬布瓦,Q1737290
6036194,米倫戈縣,Q3031508
6036221,卡富埃,Q1022290
6036326,卡拉博,Q1015056
6036860,努瓦谢勒,Q900479
6037030,姚道刚,Q110256112
6039232,出境卡,Q5260589
6039944,恩戈馬縣,Q2724035
6041039,金涉,Q48935557
6042834,物井站,Q6901635
6043555,奧蒂省,Q3408904
6044406,李华钟,Q48645690
6044593,萊希山,Q672936
6046804,大根仁,Q11436260
6047357,黃敏儀,Q48086369
6047138,艺术金三角,Q1535069
6048723,瓦尼莫-格林河縣,Q3711580
6048649,高显国,Q11673280
6048759,白成亮,Q48936201
6050574,无新法,Q640358
6051374,阿尔宾·塔希里,Q28740081
6051852,巧克力金币,Q2743088
6052344,开普勒90i,Q45747608
6052856,桃園文昌宮,Q48601883
6053696,萬德浮史貝斯,Q48936548
6055240,李征,Q111693063
6056119,南比爾森縣,Q909754
6056168,克羅梅日什縣,Q852532
6056913,芦柴坳村,Q14139608
6058131,拉多姆縣,Q936168
6058254,盧巴丘夫縣,Q1147572
6059646,罗南·法罗,Q7365461
6060331,快视频,Q50374590
6062389,我愛你，這是最好的安排,Q56271848
6067684,委內瑞拉物資短缺,Q16487132
6069679,帕卡河,Q3436944
6069959,老圭山山脉,Q50399542
6071875,飯聚現場,Q55716195
6076804,罗地-恩道县,Q14147
6074274,非洲频道,Q950992
6078045,麦克阿瑟撤离菲律宾,Q5301756
6081096,鄭雙雙,Q51884745
6082875,阿維努爾梅鄉,Q791056
6082619,2001 (消歧义),Q211281
6083396,帕尤斯蒂,Q3130501
6083445,影作木结构,Q55708648
6084127,韋里奧拉鄉,Q1025174
6084184,穆斯特亞拉,Q2570596
6084210,瓦利亞拉,Q3457007
6084767,勒什諾夫,Q790338
6085802,貝爾貝什蒂,Q276156
6088237,華沙聯盟協約,Q166185
6089252,第九届中国电影导演协会2017年度奖,Q55698386
6090046,张本才,Q51102873
6090088,王强众,Q51102964
6090227,吾尔尼沙·卡得尔,Q51103488
6091067,爱因斯坦水槽,Q19842189
6091202,支艳茹,Q51104193
6091426,Thunderbolt Fantasy 東離劍遊紀2,Q55698291
6091536,滕宝贵,Q51105882
6093329,層壓織物,Q6481935
6098438,華沙工人進行曲,Q762836
6098887,火车北站站,Q51123666
6097647,马志山,Q51884851
6101192,高堂芝,Q55698271
6102965,IC 4651,Q1653326
6103233,锦绣湖,Q55698257
6102350,全漢志傳,Q53320948
6103727,太平村站,Q51346456
6104771,青岛邮便局大和町所,Q55708424
6107380,幕后玩家 (电影),Q55698027
6109092,阮玉璜,Q51884912
6109946,林有立,Q51846013
6114565,外寇松地區,Q2043366
6114829,恩特雷加爾代鄉,Q16425283
6116704,尼米賈鄉,Q1188906
6115075,舒加格鄉,Q16425371
6117677,維沙尼鄉,Q2288062
6118240,梅雷伊鄉,Q996895
6118260,皮耶特羅阿塞萊鄉,Q2621212
6119319,盗贼之海,Q20113718
6121227,未來的未來,Q45865176
6121792,中国科学院生物化学与细胞生物学研究所,Q55708249
6122591,大蒂克瓦紐鄉,Q16426054
6123257,吉德法勒烏鄉,Q5064436
