item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
Q30948864,1989年上海,,,,,
Q2511849,南極洲山峰列表,,list of Ultras of Antarctica,维基媒体列表条目,,Wikimedia list article
Q4074722,巴格瓦,,Bahva,,,"village in Mankivka Raion, Cherkasy Oblast, Ukraine"
Q14590,班塔恩县,,Bantaeng,,,"regency in South Sulawesi Province, Indonesia"
Q4364987,普列什卡尼,,Pleshkani,,,"village in Zolotonosha Raion, Cherkasy Oblast, Ukraine"
Q22128577,飯田元親,,,,,
Q18387688,起飞警告系统,,take-off warning system,,,set of warning signals
Q5951928,黄正五,,Hwang Jung-oh,韩国柔道选手,,South Korean judoka
Q30949498,巴雅斯呼朗,,,,,
Q1588896,單原子離子,,monatomic ion,,,ion consisting of one atom
Q4155337,達赫河,,Dakh,俄罗斯河流,,"river in Adygea, Russia"
Q799224,1996年亚洲羽毛球锦标赛,,1996 Asian Badminton Championships,羽毛球賽事,,badminton championships
Q201762,奧圖循環,,Otto cycle,,,thermodynamic cycle for spark ignition piston engines
Q30949979,特攻飞侠,,,,,
Q453831,阿帕奇-希特格里夫斯国家森林,,Apache-Sitgreaves National Forests,,,National Forest in Arizona and New Mexico in the United States
Q30950310,李杰翔,,Li Jiexiang,,,Chinese politician
Q30950558,營盤口,,,,,
Q564381,桑騰編年史,,Annales Xantenses,,,
Q463949,金正淑,,Kim Jong-suk,金日成第二任妻子,,First wife of North Korean President Kim Il Sung (1917–1949)
Q11610778,耶律引吉,,,,,politician
Q48881778,中国人民解放军空军南宁基地,,,,,PLA airbase
Q30951287,吉格吉德·乌嫩巴特,,Jigjid Unenbat,,,
Q4121307,如果失去自我,,If I Lose Myself,美國搖滾樂團共和世代歌曲,,2013 single by OneRepublic
Q31213145,古鏡幽魂,,Ghost of the Mirror,,,1974 film directed by Sung Tsun-shou
Q1654138,巴耶夫斯基區,,Bayevsky District,,,human settlement in Russia
Q32051635,金象站,,Jinxiang Station,,,
Q3085981,10年代,10 жж.,10s,从10年1月1日开始，于19年12月31日结束,,decade
Q48885814,温州博物馆,,Wenzhou Museum,建筑,,"general museum in Zhejiang Province, China"
Q6443044,庫利坦字母,,Kulitan,,,Brahmic script
Q1131599,洛雷当大使馆宫,,Palazzo Loredan dell'Ambasciatore,,,palazzo in Venice
Q4272474,坦帕巴当机场,,Tampa Padang Airport,,,airport in Indonesia
Q1098689,庫魯姆坎斯基區,,Kurumkansky District,,,"municipal district in Buryatia, Russia"
Q412068,異麥芽酮糖醇,,isomalt,,,sugar substitute
Q2637579,汗乌拉区,,Khan Uul,蒙古国乌兰巴托市辖区,,"municipal district in Ulaanbaatar, Mongolia"
Q2844083,安帕纳,,Ampana,,,"town in Central Sulawesi, Indonesia"
Q48886674,好莱坞工匠,,,,,
Q48886827,京剧猫之信念的冒险,,,,,
Q1156181,德国之声电视台,,DW-TV,德國對外廣播,,set of German television channels
Q2379388,塞巴斯蒂安·文森特,,Sébastien Vincent,,,badminton player
Q4197309,希吉比洛马鲁,,Sigi Biromaru,,,"district in Sigi Regency, Central Sulawesi Province, Indonesia"
Q516643,阿普舍龍斯基區,,Apsheronsky District,,,administrative district in Russia
Q5451657,防火遮蔽,,fire shelter,,,fire safety device used as a last resort in wildland firefighting
Q6120366,八打靈再也體育場,,Petaling Jaya Stadium,,,stadium in Malaysia
Q48889426,詩情搖滾,,,,,album
Q36179449,端石九芝硯,,"Duan inkstone of ""Jiuzhi (nine lingzhi fungus)""",,,
Q6935450,干尸洞,,Mummy Cave,,,cave and archeological site in Wyoming
Q779307,哈森斯基區,,Khasynsky District,,,municipal district in Russia
Q48889608,父子雄兵,,Father and Son,,,2017 film directed by Weidong Yuan
Q16676852,斯泰法諾·納波利塔諾,,Stefano Napolitano,,,Italian tennis player
Q33091329,彭健烽,,Peng Jianfeng,,,Chinese diver
Q4677133,宮崎縣綜合博物館,,Miyazaki Prefectural Museum of Nature and History,,,"natural history and history museum in Miyazaki, Japan"
Q149527,北美洲历史,Солтүстік Америка тарихы,history of North America,特定历史,,past events and people in North American history
Q2436547,酒饭,,Cơm rượu,,,Traditional Vietnamese dessert made from glutinous rice
Q18167358,2017年紐西蘭大選,,2017 New Zealand general election,第52屆紐西蘭國會選舉,,election on 23 September 2017
Q2218616,亞爾采夫斯基區,,Yartsevsky District,俄罗斯斯摩棱斯克州的一个区,,"municipal district in Smolensk Oblast, Russia"
Q19360817,GHS危險象形符號圖,,GHS hazard pictogram,,,standard set of hazard warning images
Q12518071,Pakuwon Mall,,Pakuwon Mall,,,shopping mall in Surabaya
Q1329586,格德罗西亚,,Gedrosia Satrapy,,,satrapy of the Achaemenid Empire
Q17162627,加权相关网络分析,,Weighted correlation network analysis,,,type of analysis
Q33239460,八达岭长城站,,Badaling Great Wall Railway Station,,,"railway station in Badaling, Yanqing District, Beijing, China"
Q48890553,三科九旨,,,,,
Q48894858,郭企忠,,,,,
Q7446591,西武球場前站,,Seibu-Kyūjō-mae Station,,,"railway station in Tokorozawa, Saitama prefecture, Japan"
Q48895057,王勖,,,,,
Q1655149,杜利杜爾金斯基區,,Duldurginsky District,,,human settlement in Russia
Q918362,大海姆旗,,Ulug-Khemsky District,,,municipal district in Russia
Q10805036,潘繼遂,,Phan Kế Toại,,,
Q2360816,商业社交,,business networking,,,"forming professional relationships between people, businesses, or groups"
Q855632,埃尔津旗,,Erzinsky District,,,municipal district in Russia
Q2025054,舒米林斯基區,,Šumilina District,,,district of Belarus
Q69696608,洪知秀,,,,,
Q2024293,切雷考斯基區,,Čerykaŭ District,,,district of Belarus
Q745264,克拉斯納波利斯基區,,Krasnapollie District,白俄罗斯莫吉廖夫地区。,,"district in Mahilioŭ Voblasc, Belarus"
Q3893210,十二面體半形,,hemi-dodecahedron,,,polyhedron with 6 faces
Q2718086,1997年电子游戏界,,1997 in video gaming,,,video gaming-related events during 1997
Q573463,安东尼·约书亚,,Anthony Joshua,,,British boxer (born 1989)
Q4092460,大托波利諾耶湖,,Bolshoye Topolnoye,俄罗斯湖泊,,"lake in Altai Krai, Russia"
Q930752,醫學專科,,medical specialty,,,branch of medicine concerning a specific group of diseases or population
Q20831438,UFC 193,,UFC 193,,,UFC mixed martial arts event in 2015
Q40266,斯蒂普·米欧奇,,Stipe Miocic,美國綜合格鬥運動員,,American mixed martial artist
Q48896406,高躬,,Cao Cung,,,
Q21979653,佩里戈尔地区索尔日和利格,,Sorges-et-Ligueux-en-Périgord,法国多尔多涅省市镇,,"commune in Dordogne, France"
Q33105323,2017年世界游泳錦標賽公開水域游泳比賽－男子10公里,,open water swimming at the 2017 World Aquatics Championships – men's 10 km,,,men's 10 km competition
Q15797227,胡科湖,,Khuko,,,"lake in Adygea, Russia"
Q3751430,麥迪遜大道大橋,,Madison Avenue Bridge,,,"bridge between New York and Bronx Counties, New York, United States of America"
Q48896430,谁是球王,,On the Pitch,,,film
Q4644176,美国陆军预备军官训练团第7旅,,7th Reserve Officers' Training Corps Brigade,,,military unit
Q1994017,前1250年代,,1250s BC,年代,,decade
Q4129323,維索金斯科耶湖,,Vysokinskoe,俄罗斯湖泊,,"lake in Leningrad Oblast, Russia"
Q634280,梅林茂,,Shigeru Umebayashi,,,Japanese composer
Q4896099,叠氮化铍,,beryllium azide,,,chemical compound
Q2607796,印度尼西亞印度人,,Indian Indonesians,,,ethnic group in Indonesia
Q497493,北京周报,,Beijing Review,,,newspaper
Q18393123,墨西哥超級盃,,Supercopa MX,,,football tournament
Q4053785,吉冈德仁,,Tokujin Yoshioka,,,Japanese artist and designer
Q6625179,主音吉他手列表,,list of lead guitarists,维基媒体列表条目,,Wikimedia list of persons by occupation (P166)
Q1932103,突袭系列,,Sudden Strike,,,video game series
Q1563025,HDI德国工业责任协会,,HDI Haftpflichtverband der Deutschen Industrie,,,
Q48897247,閩清話,,Minqing dialect,,,"A dialect commonly used in Minqing County, Fuzhou City, Fujian Province. It belongs to the Mindong dialect."
Q84642,潔莉·羅包爾,,Geli Raubal,,,niece of Adolf Hitler (1908–1931)
Q48897516,瑪哈什哩,,,,,
Q48897377,應用寶,,Yingyongbao,腾讯公司旗下的Android应用商店,,
Q23665359,Redox,,Redox,,,operating system written in Rust
Q56283261,室颤电流,,,,,
Q45572730,趙渾,,Zhao Hun,,,Ming dynasty person CBDB = 200249
Q48897768,瑪克蘇爾札布,Магсаржав,Magsarjav,,,Dorbet's Zasag
Q4747304,壬酸铵,,ammonium nonanoate,化合物,,chemical compound
Q48897558,上海乐谷,,,,,
Q59416,阿蓮娜·列奧諾娃,,Alena Leonova,,,Russian figure skater
Q48897595,何所冬暖，何所夏凉,,,,,television series
Q2231787,哈薩克世界遺產名錄,Қазақстандағы Юнеско Әлемдік мұра нысандар тізімі,list of World Heritage Sites in Kazakhstan,維基媒體列表條目,,Wikimedia list article
Q45592187,國瑀,,Guo Yu,,,Ming dynasty person CBDB = 200559
Q12822354,吉德罗斯特罗伊捷利,,"Gidrostroitel, Chuy",,,"place in Chuy Region, Kyrgyzstan"
Q48899587,中国人民解放军空军第十三军,,,,,
Q45613313,郝海,,Hao Hai,,,Ming dynasty person CBDB = 200895
Q45613944,陶廷威,,Tao Tingwei,,,Ming dynasty person CBDB = 200905
Q48899582,国民政府中央广播电台旧址,,,历史建筑遗址,,
Q4920427,黑桥国际,,Black Bridge International,,,
Q48900367,嫁到這世界邊端,,Faraway Brides,,,
Q5432141,滚落线,,fall line,,,mountain or hill direction of steepest descent
Q45627819,葉德,,Ye De,,,Ming dynasty person CBDB = 201125
Q41939523,2017年夏季世界大學運動會羽球比賽混合團體項目,,badminton at the 2017 Summer Universiade – mixed team,羽毛球賽事,,badminton championships
Q871511,太平洋共同体,Тынық мұхит қауымдастығының хатшылығы,Pacific Community,组织,,principal scientific and technical organization in the Pacific region
Q48901090,祖辛卣,,,,,
Q17004445,烏克蘭悲歌,,Bitter Harvest,,,2017 film directed by George Mendeluk
Q43302186,台州市域铁路S2线,,,,,
Q685967,考夫兰特超市,,Kaufland,,,German hypermarket chain
Q3338939,新英格兰小学院体育联盟,,New England Small College Athletic Conference,,,American collegiate athletic conference
Q439114,约瑟夫广场站,,Josephsplatz,,,"metro station in Munich, Germany"
Q4477650,烏斯韋恰湖 (普斯托什金斯基區),,Usvecha,俄罗斯湖泊,,"lake in Pustoshkinsky District, Pskov Oblast, Russia"
Q16700046,斯帕斯捷爾湖,,Spaster,俄罗斯湖泊,,"lake in Pskov Oblast, Russia"
Q45638672,沈應經,,Shen Yingjing,,,Ming dynasty person CBDB = 201300
Q30325066,另类温和派,,alt-lite,,,American right-wing political movement
Q214441,威廉·戈特黑尔夫·罗尔曼,,Wilhelm Gotthelf Lohrmann,葉信謙,,German astronomer (1796-1840)
Q676502,Data Matrix,,Data Matrix,一种二维码,,two-dimensional matrix barcode
Q48902015,中国人民解放军火箭军政治工作部,,,,,
Q1506098,维亚切斯拉夫·亚历山德罗维奇·马雷舍夫,,Vyacheslav Malyshev,,,Soviet politician (1902-1957)
Q45643651,潘選,,Pan Xuan,,,Ming dynasty person CBDB = 132340
Q48903516,毛不易,,Mao Buyi,中國大陸男歌手,,Chinese singer and songwriter
Q27244645,湯田葉月,,Hazuki Yuda,,,Japanese hockey player
Q48904947,北京长城国家公园,,Beijing Great Wall National Park,,,national park in China
Q45564572,婁志德,,Lou Zhide,,,Ming dynasty person CBDB = 131071
Q3146786,ION Orchard,,ION Orchard,,,Shopping mall in Singapore
Q45684630,劉宗諫,,Liu Zongjian,,,Ming dynasty person CBDB = 202252
Q48904333,白英淑,,Baek Young-sook,,,South Korean screenwriter
Q48904962,韦謩,,,,,
Q16586347,博阿諾瓦國家公園,,Boa Nova national park,,,"national park in the state of Bahia, Brazil"
Q48904977,刑部員外郎,,,,,
Q368960,零死亡願景,,Vision Zero,,,worldwide movement to eliminate bike/ped fatalities or serious injuries in traffic crashes
Q45575490,黃訓,,Huang Xun,,,Ming dynasty person CBDB = 338679
Q23919389,托比·福克斯,,Toby Fox,,,American video game designer and composer (born 1991)
Q2632607,參數振盪器,,Parametric oscillator,谐振器,,harmonic oscillator whose parameters oscillate in time
Q45702070,錢應揚,,Qian Yingyang,,,Ming dynasty person CBDB = 202894
Q45500496,劉廷誥,,Liu Tinggao,,,Ming dynasty person CBDB = 300118
Q45437542,楊謨,,Yang Mo,,,Ming dynasty person CBDB = 203259
Q45444046,宋大勺,,Song Dashao,,,Ming dynasty person CBDB = 203362
Q42143589,黑騎士 (韓國電視劇),,Black Knight: The Man Who Guards Me,,,South Korean television series
Q1130342,南美女子自由盃,,Copa Libertadores Femenina,,,South American association football tournament for clubs
Q806094,睡衣香蕉人,,Bananas in Pajamas,,,Australian children's television series
Q48910752,王继图,,,,,
Q3393807,米格尔·安东尼奥·卡塔兰·萨纽多,,Miguel A. Catalán,,,Spanish spectroscopist
Q48908948,强端,,,,,
Q47669461,叶克冬,,Ye Kedong,,,
Q19421188,阿通尤拉克卡卡山,,Jatunyurac Caca,,,mountain in Peru
Q21578731,瓦海維爾卡山,,Waqay Willka,,,mountain in Peru
Q13191037,奧科班巴山,,Uqhupampa,,,mountain in Peru
Q23461896,人人樂,,Ren Ren Le,,,Chinese supermarket chain
Q5380396,企業行動管理,,Enterprise mobility management,,,Management of mobile devices in business
Q27825823,下梅林站,,Xiameilin Station,深圳地铁车站,,Shenzhen Metro station
Q47669637,彭智勇,,,,,
Q2703378,聖安托尼奧德卡奇區,,San Antonio de Cachi District,,,"district in Apurímac, Peru"
Q201697,萊梅班巴區,,Leimebamba District,,,district of Peru
Q47669629,梁道行,,,,,
Q48937828,邱紫庭,,,,,
Q39074039,只是相愛的關係,,Just Between Lovers,韓國電視連續劇,,South Korean television series
Q8560816,埃米利奧巴爾迪桑區,,Hermilio Valdizán District,,,"district in Huánuco, Peru"
Q1024910,卡波·德·拉维拉,,Cabo de la Vela,,,headland in Colombia
Q48913588,鍾嘉欣事業歷程年表,,,,,
Q1531349,大綱,,outline,显示层级关系和树状结构形态的一种清单,,list arranged to show hierarchical relationships
Q3825004,聖何塞德洛斯莫利諾斯區,,San José de los Molinos District,,,"district in Ica, Peru"
Q7846187,熱帶對流層上部槽,,Tropical upper tropospheric trough,,,Trough in the upper-level tropics
Q7380195,魯帕-魯帕區,,Rupa-Rupa District,,,"district in Huánuco, Peru"
Q11636069,跑起來老實人,,Hashire Shojikimono,,,1991 single by Hideki Saijo
Q4514359,尼古拉.加夫里洛维奇.切尔内绍夫,,N. G. Chernyshev,,,"Russian chemist, popular science and Spacecraft propulsion (1906-1953)"
Q966616,甲狀舌骨正中韌帶,,median thyrohyoid ligament,,,
Q3312568,普基納區,,Puquina District,,,"district in Moquegua, Peru"
Q267236,組織承諾,,organizational commitment,,,concept in organizational behaviour and industrial psychology
Q3313400,阿拉瓦伊區,,Arahuay District,,,"district in Lima, Peru"
Q4736778,上比亞沃區,,Alto Biavo District,,,"district in San Martín, Peru"
Q7421013,薩波索阿區,,Saposoa District,,,"district in San Martín, Peru"
Q48914332,小武基祈祷所,,,,,
Q48914411,潘春源,,Pan Chunyuan,台灣藝術家,,Taiwanese artist
Q3825270,卡門薩爾塞多區,,Carmen Salcedo District,,,"district in Ayacucho, Peru"
Q18924400,哈比村,,Hobbiton Movie Set,,,"movie set / tourist attraction in Waikato, New Zealand"
Q5785321,聖費爾南多區,,San Fernando District,,,"district in San Martín, Peru"
Q778534,汉诺威号战列舰,,SMS Hannover,德意志帝国海军战舰,,Deutschland-class battleship
Q3824145,盧卡納斯區,,Lucanas District,,,"district in Ayacucho, Peru"
Q1880944,巴甫洛夫站,,I. P. Pavlova,,,Prague Metro station
Q45657868,蔡可賢,,Cai Kexian,,,Ming dynasty person CBDB = 132582
Q745361,餡,начинка,stuffing,,,"edible substance or mixture, often a starch, used to fill a cavity in another food item while cooking"
Q45571134,包乾,,Bao Qian,,,Ming dynasty person CBDB = 205379
Q45568218,陳可大,,Chen Keda,,,Ming dynasty person CBDB = 205331
Q4267553,洛霍沃市镇,,,,,"human settlement in Cheremkhovsky District, Irkutsk Oblast, Russia"
Q45564932,史朝鉉,,Shi Chaoxuan,,,Ming dynasty person CBDB = 216735
Q45603933,李梯,,Li Ti,,,Ming dynasty person CBDB = 205897
Q4235429,科斯季诺市镇,,,,,"human settlement in Nizhneudinsky District, Irkutsk Oblast, Russia"
Q30126418,2018–19年歐霸盃,,2018–19 UEFA Europa League,,,48th season of Europe's secondary club football tournament organised by UEFA
Q45615095,黃凝道,,Huang Ningdao,,,Ming dynasty person CBDB = 206074
Q45617738,翁仲益,,Weng Zhongyi,,,Ming dynasty person CBDB = 206116
Q4409635,萨扬斯科耶市镇,,,,,"human settlement in Cheremkhovsky District, Irkutsk Oblast, Russia"
Q45574285,王三餘,,Wang Sanyu,,,Ming dynasty person CBDB = 126452
Q45633026,方端,,Fang Duan,明朝政治人物,,Ming dynasty person CBDB = 206359
Q20155764,俏妞報到 (第四季),,"New Girl, season 4",美國劇集俏妞報到的第四季,,season of television series
Q45639651,馬應圖,,Ma Yingtu,,,Ming dynasty person CBDB = 206467
Q7135952,雜散振盪,,parasitic oscillation,,,undesirable oscillation in an electronic or digital device
Q45638350,陳揚善,,Chen Yangshan,,,Ming dynasty person CBDB = 206445
Q45641225,葉萬景,,Ye Wanjing,,,Ming dynasty person CBDB = 206493
Q755315,埃莱克·克布勒什,,Elek Köblös,,,Hungarian-Romanian communist activist and political leader
Q11666561,饭田汲事,,Kumeji Iida,日本地震学家,,
Q45312998,Fantasy (JBJ迷你專輯),,Fantasy,,,2017 debut EP by JBJ
Q40734193,第30屆東京國際影展,,30th Tokyo International Film Festival,,,film festival edition
Q4201716,哈萨克斯坦国家地震观测与研究中心,Сейсмология институты,Institute of Seismology,,,"government organization in Almaty, Kazakhstan"
Q2777129,米拉特和銀行,,Mizrahi Tefahot Bank Ltd.,以色列银行公司,,Israeli banking company
Q18234180,中武哲也,,Tetsuya Nakatake,,,Japanese film producer
Q4361427,萨卡奇阿梁岩画,,petroglyphs of Sikachi-Alyan,,,"petroglyphs on basalt rocks near the Sikachi-Alyan Nanai village, Khabarovski krai, Russia"
Q38258011,库姆地铁,,Qom Urban Railway,,,"rapid transit system in Qom, Iran"
Q2616578,旅行证件,,travel document,由政府或国际条约组织签发的身份证明,,an identity document issued by a government or international treaty organization
Q6511005,塞內加爾的黎巴嫩人,,Lebanese people in Senegal,,,
Q16170602,快樂好幫手,,The Madonna,,,short film directed by Goo Hye-seon
Q47671133,朵英贤,,,,,
Q47671152,柳百成,,Baicheng Liu,,,
Q45454805,郭配,,Guo Pei,,,Cao Wei person CBDB = 134951
Q45680642,李養質,,Li Yangzhi,,,Ming dynasty person CBDB=207270
Q45689863,史學遷,,Shi Xueqian,,,Ming dynasty person CBDB = 207580
Q45690066,張爾基,,Zhang Erji,,,Ming dynasty person CBDB = 207587
Q48927421,梁膺庸,,,,,
Q38247841,靈實恩光學校,,Haven of Hope Sunnyside School,,,special school in Hong Kong
Q19872599,阿爾特薩山,,Arteza,,,mountain in Peru
Q786009,蒙特內哥羅佩佩,,Montenegrin perper,,,currency of Principality and Kingdom of Montenegro
Q48927502,空中砲手與工程師章,,,,,
Q48927551,全寄,,,,,
Q48927516,大埔足球會歷任職球員名單,,,,,
Q1416931,雷曼3：强盗侵袭,,Rayman 3: Hoodlum Havoc,,,2003 video game
Q20085567,科里蓬丘山,,Quri Punchu,,,mountain in Peru
Q534720,丁未之亂,,Battle of Shigisan,,,battle
Q8045156,徐再思,,Xu Zaisi,,,Yaun Dynasty poet
Q2493293,特諾拉蟲,,Ktenoura,,,genus of trilobites
Q3507981,貝斯雅科夫猶太會堂,,Beth Yaakov Synagogue,,,"church building in Geneva, Switzerland"
Q25054365,喬克科塔山,,Chuqi Quta,,,mountain in Peru
Q48927712,中华人民共和国水准原点,,,建筑物,,
Q48927813,不屬於我的世界,,Autism,,,album
Q48927875,香港置業貸款計劃,,,,,
Q48927739,国风塑业,,,,,
Q45145114,石碛河站,,Shiqihe station,,,metro station
Q19421380,基維雷山,,Q'iwiri,,,mountain in Peru
Q334060,蒙馬儒修道院,,Montmajour Abbey,,,"former abbey in Arles, France"
Q12097623,帕拉林匹克運動會希臘代表團,,Greece at the Paralympics,,,sporting event delegation
Q18109153,1943年中国,,1943 in China,,,China-related events during the year of 1943
Q48645571,徐端夫,,,,,
Q48928036,沉缸酒,,,,,
Q25100140,米西瓦哈南山,,Mishihuajanan,,,mountain in Peru
Q25054394,哈蒂塔帕德哈山,,Jat'ita Patxa,,,mountain in Peru
Q19421508,瓦瓦查基山,,Wawa Chaki,,,mountain in Peru
Q15850965,時效性網路,,Time-Sensitive Networking,,,set of standards under development by the IEEE for real-time networking
Q3497534,克洛弗·莫尔,,Clover Moore,澳大利亞政治家,,Australian politician
Q11532585,板場廣志,,Hiroshi Itaba,,,Japanese mangaka
Q47174977,家師父一體,,All The Butlers,韓國綜藝節目,,2017–present South Korean television program
Q48938075,機戰少女Alice,,Alice Gear Aegis,2018年電子遊戲,,2018 video game
Q47107628,玩具熊的五夜后宫：佛莱迪文件,,Five Nights at Freddy's: The Freddy Files,玩具熊的五夜后宫的官方指南书,,An official guidebook for Five Nights at Freddy's
Q21864313,玩具熊的五夜后宫：银之眼,,Five Nights at Freddy's: The Silver Eyes,玩具熊的五夜后宫系列的第一本小说,,2015 horror mystery novel by Scott Cawthon and Kira Breed-Wrisley
Q46869333,胡依廷,,Wu Yi Ting,,,badminton player
Q13189354,奇利科查湖,,Chilicocha,秘鲁湖泊,,lake in Peru
Q46451393,程天固,,Cheng Tiangu,,,
Q288991,法國國鐵TGV Sud-Est列車,,TGV Sud-Est,,,high speed train used in France by the SNCF
Q29915002,2020年夏季奥林匹克运动会转播商列表,,list of 2020 Summer Olympics broadcasters,維基媒體列表條目,,Wikimedia list article
Q47672974,钱皋韵,,,,,
Q45464730,馬玉,,Ma Yu,,,Ming dynasty person CBDB = 315173
Q13190068,米略科查湖,,Millococha,秘鲁湖泊,,lake in Peru
Q11420359,圖書館法,,Library Act,,,
Q17216222,若月健矢,,Ken'ya Wakatsuki,,,Japanese baseball player
Q1585906,宽容法案,,Act of Toleration 1689,,,Act of the Parliament of England
Q18347216,瓜巴爾,,Guabal,,,Panama corregimiento
Q5101934,大奇里基,,Chiriquí Grande,,,"corregimiento and town in Bocas del Toro, Panama"
Q4866582,嬉普士,,hipster,,,1940s subculture
Q6492466,拉斯特蘭卡斯,,Las Trancas,,,"village and corregimiento in Los Santos, Panama"
Q21065751,埃爾卡普里,,El Capurí,,,"corregimiento in Herrera, Panama"
Q46992191,雅渡站,,Yadu Station,,,
Q123594733,閔貢,,Min Gong,三國演義角色，漢朝大臣,,Romance of the Three Kingdoms character
Q21056408,埃爾穆尼奧斯,,El Muñoz,,,"corregimiento in Los Santos, Panama"
Q21153172,阿托科羅圖,,Hato Corotú,,,"corregimiento in Ngäbe-Buglé Comarca, Panama"
Q21153602,烏馬尼,,Umaní,,,"corregimiento in Ngäbe-Buglé Comarca, Panama"
Q5555428,馬修·沃爾芬登,,Matthew Wolfenden,,,British actor
Q4441190,舊鐵路橋,,Old Railway Bridge,,,bridge in Serbia
Q46999835,2017－2018年伊朗示威,,2017–18 Iranian protests,2017年伊朗爆发的反政府示威,,series of demonstrations in Iran beginning on 28 December 2017
Q1765582,薩里亞-桑特熱瓦西區,,Sarrià-Sant Gervasi,,,district of Barcelona
Q25619742,甘拜地,,Kan Paik Ti,,,"place in Kachin State, Myanmar"
Q47688266,邓运华,,,,,
Q5642201,哈利法克斯大教堂,,Halifax Minster,,,"Grade I listed church in Calderdale, West Yorkshire, England, UK"""
Q48928527,丫鬟大聯盟,,Handmaidens United,2020年香港無綫賀歲劇集,,
Q21042595,下拉斯奧利亞斯,,Las Ollas Arriba,,,"corregimiento in Panamá Oeste, Panama"
Q45486427,程文正,,Cheng Wenzheng,,,Qing dynasty person CBDB = 352432
Q23932739,蒲添生,,Pu Tiansheng,臺灣雕塑家,,sculptor (1912-1996)
Q3688741,阿達什訥·盛·阿南德,,Adarsh Sein Anand,,,29th Chief Justice of India
Q6400437,汉齐尔,,Khanzir,,,Arabic word for pig; name given to only pig in Afghanistan
Q6316575,比蘭庫羅區,,Vilanculos District,,,"district in Inhambane, Mozambique"
Q3299713,猿澤茂,,Shigeru Sarusawa,,,Japanese association football player
Q13410264,洪流玄武岩,,flood basalt,,,result of a very large volume eruption of basalt lava
Q4207562,米哈伊尔·伊里奇·卡扎科夫,,Mikhail Kazakov,,,Soviet military commander (1901-1979)
Q223156,圣地亚哥·伯纳乌·耶斯特,Сантьяго Бернабеу,Santiago Bernabéu Yeste,西班牙足球运动员（1895—1978）,,Spanish footballer (1895-1978)
Q48928953,陈宗胜,,,,,
Q24754296,戈大區,,Gôh,,,"region in Gôh-Djiboua, Ivory Coast"
Q2944097,神經幹細胞,,neural stem cell,,,self-renewing cell that generates the main phenotypes of the nervous system
Q48929120,宾福寿,,,,,
Q409762,聚丙烯酸,,polyacrylic acid,,,anionic polyelectrolyte polymer
Q17183915,纽约州立法机构,,New York State Register,,,Government gazette of the state of New York
Q6434626,庫納伊里省,,Kounahiri Department,科特迪瓦省份,,"department in Béré Region, Côte d'Ivoire"
Q48929620,黃道高,,,,,
Q48929621,柏輝章,,,,,
Q48929645,Goji Studios,,,,,
Q48929629,蔡東纂,,,,,
Q47492206,2018年中国足球协会超级杯,,2018 Chinese FA Super Cup,,,football match
Q45610626,袁祖安,,Yuan Zuan,,,Qing dynasty person CBDB = 359693
Q6026057,印尼社區盾,,Indonesian Community Shield,,,football league
Q47500682,蓬莱市站,,Penglaishi Railway Station,,,"railway station in Nanwang Subdistrict, People's Republic of China"
Q47465940,橄欖枝行動,,Turkish military operation in Afrin,,,Turkish offensive against the SDF in Afrin
Q286092,活力,,vis viva,,,"physical quantity, historically invented by G. Leibniz, equivalent to (in modern terminology) twice the kinetic energy"
Q749970,印控克什米爾獨立運動,,insurgency in Jammu and Kashmir,,,ongoing militant uprising in Jammu and Kashmir
Q1737290,卡萬布瓦,,Kawambwa,,,human settlement
Q221361,氯氮平,,clozapine,非典型抗精神病藥物,,an atypical antipsychotic medication mainly used for schizophrenia
Q3031508,米倫戈縣,,Milenge District,赞比亚县份,,"district in Luapula Province, Zambia"
Q1022290,卡富埃,,Kafue,,,human settlement
Q1015056,卡拉博,,Kalabo,,,human settlement
Q900479,努瓦谢勒,Нуазьель,Noisiel,法国塞纳-马恩省市镇,,"commune in Seine-et-Marne, France"
Q110256112,姚道刚,,Yao Daogang,,,Chinese association football player
Q5260589,出境卡,,departure card,,,immigration document
Q2724035,恩戈馬縣,,Ngoma District,卢旺达县份,,district in Rwanda
Q48935557,金涉,,,,,
Q6901635,物井站,,Monoi Station,,,"railway station in Yotsukaido, Chiba prefecture, Japan"
Q3408904,奧蒂省,,Oti,,,Prefecture of the Savanes region in Togo
Q48645690,李华钟,,Li Huazhong,,,
Q48086369,黃敏儀,,Wong Man Yee,,,Hong Kong singer
Q11436260,大根仁,,Hitoshi Ōne,,,Japanese impresario and film director
Q672936,萊希山,,Rysy,,,mountain in the High Tatras
Q1535069,艺术金三角,,Golden Triangle of Art,,,"formed by three prominent museums in Madrid, Spain"
Q3711580,瓦尼莫-格林河縣,,Vanimo-Green River District,,,"place in West Sepik Province, Papua New Guinea"
Q48936201,白成亮,,Bai Chengliang,,,Chinese politician
Q11673280,高显国,,,,,
Q640358,无新法,,Nihil novi,,,constitution
Q28740081,阿尔宾·塔希里,,Albin Tahiri,,,Kosovo Albanian alpine ski racer
Q2743088,巧克力金币,,chocolate coins,,,gold foil covered chocolates in the shape of coins
Q48936548,萬德浮史貝斯,,,,,
Q48601883,桃園文昌宮,,Taoyuan Wunchang Temple,,,
